NumeroForo,AreaDelaminata_mm2,Dmax_mm,DF_diametro,DHAR_Area_Ratio,ShapeFactor,ScalaCalcolata_px_per_mm,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Forza_N
1,4.549221,14.206101,2.367683,0.160896,0.034932,46.44666,0.341395,-1.791659,-1.322259,0.356982,0.297033,-0.538885,-0.257142,89.5
2,3.203757,14.101144,2.350191,0.11331,0.02505,47.812825,0.620941,-0.389947,0.390386,-0.223858,0.550068,0.42342,0.176325,100.25
3,2.909547,13.579506,2.263251,0.102904,0.024963,48.304792,0.659556,0.344736,0.231963,0.461083,0.040654,0.625901,0.80116,103.36
4,3.418893,12.409875,2.068312,0.120919,0.036889,47.693953,0.515496,-0.653302,-0.721846,-0.058117,-0.902232,0.555203,-0.476728,101.57
5,3.028368,11.165285,1.860881,0.107107,0.043488,46.853408,0.599628,-0.213767,0.722542,-0.119199,-0.758416,1.245249,0.179603,99.2
6,3.177389,10.653082,1.775514,0.112377,0.052209,48.216851,0.54878,-0.437705,0.391059,-0.184649,-0.382937,1.05481,0.14376,104.17
7,2.824939,12.319386,2.053231,0.099912,0.031069,47.377744,0.633982,-0.377009,-0.070503,-0.808273,-2.46605,-1.451232,-1.248456,107.5
8,4.336961,12.449737,2.074956,0.153389,0.046405,46.905841,0.435659,-0.850592,0.286838,-0.711356,-1.759681,1.473036,0.928284,107.8
9,2.537691,10.000888,1.666815,0.089752,0.050472,47.918487,0.610235,-1.230557,0.136684,-0.290952,0.412454,0.972193,0.734734,101.62
10,2.284361,8.543653,1.423942,0.080793,0.078622,47.550246,0.669362,-1.132935,0.678599,-1.032619,-1.285172,-2.004671,-1.475586,105.7
11,3.807414,12.692571,2.115429,0.13466,0.038751,48.440421,0.509998,-0.434678,0.113898,-0.568251,1.105311,0.836576,-0.855024,112.5
12,2.668649,11.39712,1.89952,0.094384,0.036188,47.416546,0.615823,0.001353,0.639598,-1.180057,-1.515839,-1.187699,-1.742322,107.1
13,2.819016,11.324198,1.887366,0.099702,0.038914,47.006771,0.60309,-1.258549,0.507834,-0.353598,-0.30348,0.989369,0.742538,104.3
14,4.765671,13.491174,2.248529,0.168551,0.041557,48.88558,0.357278,-0.925518,-1.498203,0.203756,0.44819,-0.541941,1.277126,113.0
15,2.973123,12.621055,2.103509,0.105153,0.030704,48.400978,0.552864,-0.390424,0.726916,0.569322,1.194702,0.355582,-0.71618,110.7
16,4.992166,13.228014,2.204669,0.176562,0.045735,47.528299,0.327031,-0.689842,-0.349586,-0.688516,2.254151,1.155829,1.209326,114.1
17,3.98887,13.56415,2.260692,0.141077,0.034319,46.6025,0.403195,-0.644818,-0.362692,0.146636,0.215855,-0.184061,-0.041904,105.8
18,3.209196,13.891523,2.315254,0.113502,0.02603,48.259009,0.682876,0.816473,0.647165,-0.085747,-0.01684,-0.228692,0.068937,111.1
19,4.406367,11.667279,1.944547,0.155843,0.056033,48.09383,0.505584,-0.637068,0.451388,-0.326554,-0.287662,-1.033257,-0.758404,111.0
20,3.932079,10.639201,1.7732,0.139069,0.064857,48.28392,0.361747,-0.562014,-0.331185,0.462775,-0.516196,0.173433,0.0997,111.6
21,2.496967,10.348362,1.724727,0.088312,0.044722,48.386361,0.661739,-1.339659,0.743061,-0.209211,-0.701901,-0.87992,0.051043,109.4
22,3.051971,11.428472,1.904745,0.107941,0.041073,48.188235,0.535256,-1.050216,-0.47026,0.536531,-0.969406,-0.676875,0.569485,112.3
23,5.758648,13.918797,2.3198,0.203671,0.046485,48.468158,0.405778,-0.116099,0.556802,0.142464,0.413781,0.072488,0.232666,109.6
24,6.158774,13.975962,2.329327,0.217822,0.049217,48.978098,0.336973,-2.543164,-0.47682,-0.895054,-1.58104,2.274416,-3.397175,113.6
25,6.797878,12.985682,2.16428,0.240426,0.06526,47.323591,0.265874,-1.194443,-0.81348,-1.181781,2.189293,-2.734301,2.855161,114.7
26,5.604394,14.202461,2.367077,0.198215,0.043062,48.064037,0.410347,-1.065743,0.290188,0.611149,-1.061106,-0.098957,0.180938,115.7
27,4.142045,13.36185,2.226975,0.146495,0.036999,48.074706,0.477822,-0.23702,-0.091027,0.507795,-0.28317,-1.167546,-0.684402,113.3
28,2.492267,10.660889,1.776815,0.088146,0.040864,48.361503,0.668051,0.211897,0.718279,0.138663,0.983543,0.23456,-0.566962,110.7
29,3.466268,14.092706,2.348784,0.122594,0.027142,47.926974,0.586422,0.195462,0.568433,-0.776345,-0.887931,1.085792,-1.611236,118.1
30,4.394807,14.499673,2.416612,0.155435,0.032114,47.603397,0.583655,0.363918,0.781659,0.628554,1.020221,0.80942,-1.275175,110.2
31,8.918701,14.262388,2.377065,0.315435,0.067829,48.198509,0.395438,0.069203,0.114322,-0.489136,0.711957,0.651758,1.087802,114.0
32,4.909489,14.407271,2.401212,0.173638,0.036434,47.905569,0.508608,0.274767,0.902352,0.655109,1.335889,0.783572,-1.213827,116.5
33,7.203998,12.743591,2.123932,0.254789,0.072567,47.981183,0.263125,-0.896193,0.138342,-0.314399,-0.436007,0.848936,-0.824339,115.7
34,7.506449,13.799603,2.299934,0.265486,0.061889,48.075074,0.388782,-0.207519,-1.532661,-0.284713,-1.196081,-0.441255,2.149036,122.4
35,9.88192,13.66405,2.277342,0.349501,0.083487,48.492962,0.214547,-0.385285,-0.850597,-0.454899,-1.431443,-0.778773,-1.163029,117.2
36,5.033132,14.345191,2.390865,0.178011,0.037744,47.483257,0.555405,0.342237,0.395374,0.449657,0.860544,0.349055,0.23076,120.3
37,5.044616,14.199481,2.36658,0.178417,0.03878,47.907415,0.54815,-0.56868,1.127645,-0.5303,-0.240467,-0.847319,-0.931208,120.1
38,6.419957,14.22375,2.370625,0.22706,0.049149,47.956852,0.351181,0.153754,-0.535316,-0.947356,1.817295,1.085759,-1.863576,120.0
39,8.638807,14.327943,2.38799,0.305535,0.064973,48.265971,0.285249,-0.105527,-0.147108,-0.918779,1.858396,1.36775,1.487958,125.1
40,7.770124,14.186949,2.364492,0.274812,0.059861,47.453453,0.195318,-0.753775,-0.849512,-0.398034,1.34531,-0.775497,1.077274,121.7
41,7.838231,13.32341,2.220568,0.277221,0.070523,47.438172,0.181003,-0.691575,-0.681539,-0.302805,-0.991258,-0.929568,0.907711,122.4
42,11.654473,13.520703,2.253451,0.412193,0.101076,47.90077,0.172473,-0.627663,-1.687688,-2.142293,4.146291,2.784199,-4.291915,122.8
43,8.890422,14.486151,2.414358,0.314434,0.065112,47.795069,0.262383,-1.759492,0.376402,-0.217581,-3.701721,-2.489926,-0.138171,119.4
44,6.137876,14.656421,2.442737,0.217083,0.043705,47.478415,0.476007,-0.164282,0.098247,-0.249737,0.404324,-0.475896,0.58371,124.3
45,8.869895,13.075785,2.179297,0.313708,0.08367,47.627166,0.237206,-0.505381,-0.915812,-0.35297,-0.987874,-1.185756,-2.300449,125.8
46,13.0767,13.28838,2.21473,0.462494,0.118435,47.942838,0.026909,-1.812377,-1.107507,-0.969099,2.894568,-1.890272,-2.01108,126.3
47,7.812231,14.792074,2.465346,0.276301,0.054412,47.51974,0.260948,-1.055608,-1.334621,-0.736037,2.180165,-1.522832,-1.807216,126.0
48,5.786124,14.003611,2.333935,0.204642,0.046015,46.906972,0.274696,-1.011474,-0.923523,-0.287044,-0.994725,-1.090352,-1.10475,125.6
49,7.558689,10.179448,1.696575,0.267334,0.142323,47.332185,0.191728,-1.669304,-0.493806,-0.37272,1.12635,-1.276364,-0.862371,121.2
50,9.804959,14.708919,2.451486,0.346779,0.06922,47.023697,0.156297,-1.027828,-1.442747,-0.747718,-2.190144,1.276335,1.891979,126.8
51,13.273817,13.986927,2.331155,0.469465,0.105872,48.639338,-0.009666,-1.728482,-1.241806,-1.261057,3.166569,2.215779,-2.523424,124.5
52,7.98483,13.872153,2.312025,0.282406,0.064989,47.378863,0.253878,-0.053355,-0.661906,-1.202162,2.148321,-1.275485,-2.734502,122.2
53,6.911889,13.405335,2.234222,0.244458,0.061241,47.42997,0.236456,-0.261287,-0.396255,-1.837702,-3.558244,2.136093,-2.968548,126.4
54,9.925338,13.856985,2.309498,0.351037,0.081,47.820222,0.140718,-0.935359,-0.257342,-1.041593,-2.241953,-2.252535,1.708954,128.1
55,8.839459,12.525623,2.087604,0.312632,0.093098,47.560658,0.126075,-1.003753,-0.522709,-1.009558,-2.50685,-1.54029,1.78331,125.2
56,17.020811,10.34202,1.72367,0.601988,0.305417,48.64261,-0.113218,-2.21767,-2.07286,-3.041609,5.75566,-4.151823,-5.699473,127.9
57,16.420248,14.855982,2.475997,0.580747,0.113194,47.457552,-0.105172,-2.025445,-1.820423,-1.423648,-3.066754,-2.674895,-3.562053,128.9
58,11.289545,9.730537,1.621756,0.399286,0.244947,47.526066,0.032374,-2.144508,-0.808517,-1.801808,3.181955,-2.963034,-3.374027,128.1
59,5.545987,12.365941,2.06099,0.196149,0.060397,46.02095,0.356024,-0.792625,0.130553,-0.247255,0.438705,-0.827245,0.475058,129.2
60,6.608005,11.735897,1.955983,0.23371,0.082704,47.117243,0.197632,-1.76881,-0.909632,-0.687108,1.643069,1.575909,-1.629137,127.8
61,15.701164,11.646379,1.941063,0.555315,0.200639,48.173187,-0.101645,-3.140255,-1.291499,-2.024115,-5.13202,-3.923556,3.681986,128.7
62,23.515481,13.354786,2.225798,0.83169,0.210332,46.968006,-0.183717,-2.316073,-1.406779,-2.49911,-5.33765,3.666356,4.454385,126.5
63,23.855793,14.053796,2.342299,0.843726,0.188064,46.118832,-0.205073,-2.366295,-2.006647,-2.416879,4.808984,3.801359,-4.748388,126.5
64,29.836532,15.297692,2.549615,1.055251,0.191845,46.871144,-0.273382,-2.427109,-2.127716,-3.543475,6.29546,-4.766688,-6.708673,127.7
65,11.282664,11.848381,1.97473,0.399043,0.137622,49.675746,-0.010592,-0.999519,-0.901986,-1.21238,2.763992,2.037681,-2.293061,136.3
66,12.636041,13.490489,2.248415,0.446909,0.110202,48.910172,-0.003551,-0.79296,-1.052147,-1.195858,-2.320521,-2.421815,-3.576202,132.2
67,9.466595,12.263767,2.043961,0.334812,0.105361,48.738129,0.131757,-1.268908,-0.516398,-1.104922,-2.041841,1.883763,-2.093399,130.6
68,9.253875,12.443464,2.073911,0.327289,0.099145,47.236443,0.117314,-0.426044,-1.198461,-1.980491,3.573808,2.387593,-4.438271,137.7
69,3.600954,8.225294,1.370882,0.127358,0.144837,45.78634,0.467627,-1.8308,-0.54569,-0.008581,0.331667,0.927826,0.645517,133.8
70,8.64015,9.82019,1.636698,0.305583,0.182027,48.04711,0.132172,-1.272315,-0.402518,-0.966479,1.799173,-2.439687,1.803832,134.3
71,6.398737,10.509224,1.751537,0.226309,0.10944,47.455317,0.229034,-0.137789,-1.660146,-1.032746,3.041778,1.59937,2.389702,135.4
72,4.16141,8.743723,1.457287,0.14718,0.130979,47.200115,0.375726,-0.321707,-1.12056,0.236649,1.28411,-0.075105,-0.206823,136.2
73,2.2193,8.532003,1.422,0.078492,0.076796,47.35609,0.65697,-2.19153,0.227973,0.352725,0.64063,-1.049466,0.332439,133.0
74,4.994394,11.102885,1.850481,0.176641,0.072863,46.547065,0.328727,-0.34022,-0.716475,0.215508,-0.179975,0.036921,0.191149,136.7
75,8.763939,8.784226,1.464038,0.309961,0.271086,47.859404,0.13609,-0.832095,-0.519153,-1.410722,2.381145,-2.768592,3.17676,127.4
76,5.720753,7.7717,1.295283,0.20233,0.298528,47.523089,0.28315,-0.413225,-0.902133,-1.302952,-2.463477,1.554086,2.720515,131.9
77,5.122456,7.918607,1.319768,0.18117,0.244234,47.344512,0.330478,-0.649038,-0.322619,-0.987062,1.822254,-1.312251,1.766187,139.1
78,9.961081,8.311831,1.385305,0.352301,0.383323,47.974549,0.073114,-1.963655,-0.54102,-1.526708,2.642709,2.82636,-2.811391,138.5
79,5.187898,7.523945,1.253991,0.183484,0.320501,47.536111,0.313758,-0.131692,-1.372188,-0.788127,-1.922336,-0.88785,-2.196706,133.1
80,8.895889,10.312336,1.718723,0.314628,0.161017,47.699144,0.133952,-0.462888,-0.855385,-1.077879,-2.275873,-1.347842,-2.136239,131.9
81,10.583905,8.619997,1.436666,0.374329,0.35181,48.432754,0.062346,-1.159931,-1.981643,-2.563253,-5.07852,3.165428,4.915598,136.9
82,6.462488,10.378283,1.729714,0.228564,0.114746,47.343392,0.233009,-0.379964,-0.752215,-1.500059,-3.474801,-2.638896,-2.630583,138.3
83,7.810714,9.917952,1.652992,0.276247,0.159461,48.128013,0.135462,-0.754546,-1.519431,-0.298937,1.687485,-0.680047,-1.233417,143.2
84,4.649951,7.35954,1.22659,0.164458,0.325968,46.785043,0.337509,-0.810845,-0.503102,-0.293212,-0.883908,-1.26896,0.806689,134.2
85,9.787603,10.634652,1.772442,0.346166,0.161643,48.049318,0.09815,-1.17244,-0.364446,-2.964517,-5.085022,-3.555075,4.654734,130.9
86,4.081507,12.617466,2.102911,0.144354,0.042181,48.158501,0.403023,-0.727392,-0.570967,0.009124,0.27958,-0.428041,-0.998483,135.1
87,4.845031,14.205107,2.367518,0.171358,0.03721,48.43458,0.371065,-1.775984,-0.158755,0.082245,-0.238011,0.805761,0.025211,137.7
88,5.774227,10.335055,1.722509,0.204221,0.103822,48.191171,0.288094,-0.312503,-0.229268,-1.789578,-3.451148,2.139507,-2.810023,137.7
89,9.577244,9.522616,1.587103,0.338726,0.223008,48.456846,0.094458,-2.467846,-1.047379,-2.90285,5.51273,4.258512,4.885877,142.8
90,6.99288,11.727023,1.954504,0.247323,0.0877,47.665766,0.220559,-0.406693,-0.460508,-0.647782,1.216852,-1.402257,1.790759,142.3
91,4.765981,11.044989,1.840831,0.168562,0.070568,47.450845,0.381341,-0.757288,0.421758,0.078661,-0.256396,-0.371443,-0.055355,140.4
92,5.357635,12.897076,2.149513,0.189488,0.052339,48.25791,0.268179,-0.16156,-0.403622,0.284982,0.210435,0.203463,0.358972,140.7
93,9.899087,8.736027,1.456004,0.350109,0.312611,47.407594,0.089759,-1.470887,-2.000053,-1.704589,3.737337,2.500565,-3.680757,144.9
94,8.045887,10.142019,1.690336,0.284565,0.15322,47.305277,0.033662,-1.662473,-0.938565,-0.382703,-1.043718,-1.268537,2.421167,143.6
95,5.612727,12.456205,2.076034,0.19851,0.059974,48.224552,0.324359,-0.052139,-0.374674,-0.015845,-0.460849,-0.114315,0.293767,146.1
96,5.960397,13.103743,2.183957,0.210806,0.055922,48.753003,0.291336,-0.271467,-0.360171,-0.667298,-1.476384,-0.921819,-1.245428,140.4
97,3.073763,13.231065,2.205177,0.108712,0.028143,48.314309,0.580326,-0.166668,0.432454,0.293515,0.260229,0.067897,0.653289,141.1
98,7.643707,12.586841,2.097807,0.270341,0.079493,48.264872,0.275611,-0.446344,-0.294398,-0.463884,0.920492,-0.700171,-1.10443,150.8
99,4.160953,13.507094,2.251182,0.147164,0.036177,47.263764,0.537581,0.049072,0.177595,-0.497254,1.147683,-1.163813,0.681031,150.1
100,12.053135,10.605341,1.767557,0.426292,0.200678,48.086843,-0.010025,-1.898888,-1.92778,-1.808378,4.239475,2.773324,3.693073,148.8
101,9.076144,9.149271,1.524879,0.321003,0.24222,48.418877,0.081332,-1.103941,-1.1326,-1.103104,2.233227,2.796265,2.850848,150.9
102,9.829447,12.421078,2.07018,0.347646,0.105807,47.956483,0.079455,-0.503255,-1.941279,-1.64434,-3.655428,-1.949311,3.53584,147.7
103,13.80718,12.087819,2.014637,0.488329,0.159649,48.711635,-0.04458,-2.268541,-1.926519,-1.886696,4.292031,-3.027788,3.815953,155.1
104,8.932098,11.785478,1.964246,0.315908,0.110525,48.627338,0.163156,-0.344643,-0.306405,-1.186757,-1.979929,-1.39944,-2.290418,145.8
105,4.184628,13.258071,2.209679,0.148001,0.038118,48.654242,0.457031,-0.868954,-0.309311,0.23225,0.117104,-0.435619,0.134418,148.1
106,14.234568,13.608414,2.268069,0.503445,0.121484,48.646609,-0.035651,-1.440554,-1.016409,-2.840685,-5.552388,-4.8276,4.772252,152.3
107,7.768403,13.642477,2.273746,0.274751,0.065889,47.714342,0.195102,-0.483792,-0.909905,-0.789526,2.013702,1.087776,-1.681875,153.0
108,14.987755,10.503353,1.750559,0.530083,0.256767,47.58482,-0.077902,-1.418374,-3.156777,-2.079239,-4.721461,-2.838608,5.161061,150.1
109,8.333149,12.530339,2.08839,0.294725,0.08768,48.621519,0.176631,-0.614112,-0.718607,-0.957644,1.916596,-1.753895,1.980678,145.9
110,7.149461,11.829772,1.971629,0.25286,0.087576,48.213183,0.236604,-1.324652,-0.221561,-0.913957,1.858763,-2.111796,-1.523793,145.1
111,14.953645,11.909977,1.984996,0.528877,0.179877,48.675681,-0.081914,-3.615615,-3.886434,-2.876222,6.777563,5.185806,-6.188217,157.1
112,7.349165,11.490907,1.915151,0.259924,0.09743,47.806167,0.217818,0.005487,-1.28696,-2.235086,-4.100146,-2.235734,-4.204284,150.3
113,15.347103,10.168097,1.694683,0.542793,0.289961,49.151099,-0.096715,-1.805411,-1.915309,-1.806905,-3.668026,-2.923585,-5.169256,148.9
114,10.443194,13.528511,2.254752,0.369352,0.090441,48.087579,0.077172,-0.517234,-1.236437,-1.049638,-2.272375,-1.347101,2.448934,144.5
115,15.945829,10.134674,1.689112,0.563968,0.304338,47.64647,-0.081248,-1.267984,-0.976511,-2.051764,-3.997663,2.935283,3.597646,148.4
116,8.871098,11.370489,1.895081,0.313751,0.121077,47.85534,0.162648,-0.948063,-0.218731,-3.190632,5.032384,3.900197,5.050243,149.5
117,12.028529,11.791243,1.965207,0.425422,0.148643,48.148953,0.012253,-0.823838,-2.170979,-2.065704,-4.49199,-2.481561,4.243081,159.6
118,6.260358,14.268476,2.378079,0.221415,0.047562,47.830205,0.264029,-1.621318,-0.46342,-0.074373,-0.428622,-0.919521,-0.587318,153.5
119,11.007409,13.079938,2.17999,0.389307,0.10375,48.447357,0.07727,-1.304226,-1.06834,-3.181041,5.493179,4.00092,-5.404199,156.5
120,10.651626,11.686144,1.947691,0.376724,0.134857,48.43677,0.046218,-1.561194,-1.116631,-1.284988,2.52296,-2.204037,-2.887336,146.4
121,13.756907,11.062274,1.843712,0.486551,0.202791,48.215383,-0.053137,-3.180359,-2.064929,-1.63744,3.488716,-3.923611,4.981181,159.1
122,11.151192,14.465272,2.410879,0.394393,0.081955,48.25681,0.130313,-1.712133,-0.370935,-1.024057,2.559088,-3.299897,-1.72619,151.7
123,7.623053,11.156045,1.859341,0.26961,0.109725,48.411572,0.141154,-1.786048,-0.758706,-0.337578,0.976272,1.304796,1.119353,150.5
124,12.617247,14.305336,2.384223,0.446244,0.095259,47.749908,0.014127,-1.934263,-1.169757,-1.300221,3.14147,-2.26792,-2.54893,158.1
125,17.219542,13.279558,2.21326,0.609017,0.156217,47.69729,-0.107711,-1.521864,-2.269425,-2.265626,-4.609066,-3.441008,4.791409,150.0
126,11.479646,14.471156,2.411859,0.406009,0.084286,46.66469,0.108303,-0.464162,-0.806918,-1.396238,-2.507213,-2.044988,3.184043,155.9
127,13.684207,13.872659,2.31211,0.48398,0.111366,48.020234,-0.041629,-1.098487,-1.628453,-2.239184,4.280254,3.0076,-4.375309,167.0
128,10.933112,13.911334,2.318556,0.38668,0.08837,47.679862,0.088322,-0.505991,-1.599349,-1.50196,-3.379738,-1.996,-3.106957,151.0
129,11.013916,8.712204,1.452034,0.389538,0.351441,47.662056,0.050154,-1.374387,-2.214009,-2.743676,5.221562,3.593307,-5.953589,162.6
130,7.887448,9.162341,1.527057,0.278961,0.209446,47.880092,0.121012,-1.752958,-0.815916,-0.627896,-1.409906,1.506005,1.658083,158.0
131,8.535983,9.324955,1.554159,0.301899,0.213294,47.495917,0.176599,-0.136292,-0.903299,-1.411511,-2.624265,1.497794,-2.892739,155.9
132,7.426049,8.532686,1.422114,0.262643,0.256886,47.025577,0.186949,-0.185874,-0.673956,-0.551723,-1.17369,-0.652218,-1.85728,156.3
133,13.045496,8.677846,1.446308,0.46139,0.422593,47.291443,-0.020513,-1.540647,-1.686853,-2.259486,-4.260623,-3.44945,4.683864,157.0
134,8.002089,8.184761,1.364127,0.283016,0.328767,48.263773,0.152509,-1.517742,-0.201917,-1.560004,-2.998533,-2.43854,2.458282,154.1
135,5.337356,8.251865,1.375311,0.18877,0.211749,48.106697,0.312795,-0.439663,-0.424246,-0.535181,1.305199,-0.822223,-1.081061,164.9
136,10.591588,9.117501,1.519584,0.374601,0.286144,48.225652,0.01779,-0.543876,-1.782484,-0.716227,-1.98969,-1.073801,-2.454798,154.7
137,7.407809,8.263631,1.377272,0.261998,0.292122,48.082062,0.115758,-0.542126,-0.857139,-0.175108,-0.717811,-0.447095,1.16049,158.1
138,4.857648,7.934627,1.322438,0.171804,0.229427,47.397895,0.319223,-0.828914,-0.454094,-0.391852,-0.8346,0.899042,1.344955,161.8
139,10.724074,8.534801,1.422467,0.379287,0.37061,46.914135,0.047265,-1.171935,-0.560242,-1.837656,-3.248216,-3.435116,-3.139394,161.5
140,7.814786,7.774052,1.295675,0.276392,0.407192,48.448087,0.102806,-1.331456,-0.922374,-0.506771,-1.963345,-1.299047,1.228588,154.4
141,2.926908,7.776965,1.296161,0.103518,0.152225,47.980077,0.546644,-0.509931,0.6936,-0.035682,-0.108452,-0.294227,-0.172384,167.3
142,4.711387,7.655841,1.275974,0.166631,0.265291,48.264505,0.346125,-1.275124,0.264341,-0.728821,1.013726,1.386971,-1.294475,160.1
143,9.049337,8.075949,1.345992,0.320055,0.394305,48.184198,0.098193,-1.170743,-1.031107,-1.313071,2.649407,-1.975097,-2.622727,158.2
144,8.59688,8.404407,1.400734,0.304052,0.316044,47.147634,0.126454,-1.80749,-0.817382,-1.949585,-3.443397,-3.054222,-3.53262,161.8
145,12.467235,8.999677,1.499946,0.440938,0.352796,48.87147,-0.00999,-2.070257,-1.62965,-2.283038,-4.240055,-3.337433,5.323746,161.3
146,7.662334,7.659168,1.276528,0.271,0.430484,47.863838,0.099198,-0.815285,-2.188725,-0.631578,3.365401,-1.829894,2.042217,168.6
147,5.165638,9.065316,1.510886,0.182697,0.142423,48.46232,0.291826,-0.275814,-0.505864,0.225819,-0.05766,0.084702,-0.072015,162.6
148,8.422204,8.586151,1.431025,0.297875,0.284277,48.916679,0.146977,-0.447585,-1.041944,-3.005704,-5.05,-3.245346,5.495097,163.2
149,14.221051,8.682267,1.447045,0.502967,0.459776,49.495646,-0.05102,-2.221341,-1.563365,-2.897079,5.138871,4.088308,5.662022,164.4
150,6.314924,8.005733,1.334289,0.223345,0.28622,48.502807,0.243264,-1.157551,0.128622,-0.750927,-1.866236,-1.368197,1.067498,151.5
